duration,protocol,src_bytes,dst_bytes,flag,land,wrong_fragment,urgent,count,srv_count,label
0.08,TCP,412,176,SF,0,0,0,19,13,BruteForce
1.73,UDP,78,111,REJ,0,1,0,25,8,Infiltration
1.22,UDP,121,538,SF,0,0,0,74,24,BENIGN
0.08,ICMP,10,187,REJ,0,0,0,99,22,PortScan
0.09,ICMP,534,18,RSTO,0,0,0,64,91,BENIGN
4.32,ICMP,568,96,RSTO,0,0,1,12,47,BENIGN
0.47,ICMP,300,77,S0,0,0,0,50,33,BENIGN
0.46,ICMP,130,655,SF,0,1,0,72,60,BENIGN
1.68,UDP,23,312,REJ,0,0,0,11,26,BENIGN
2.94,UDP,419,246,S0,0,0,0,83,44,BENIGN
4.27,UDP,388,211,REJ,0,0,0,23,3,BENIGN
1.4,UDP,731,315,RSTO,0,0,0,88,60,BENIGN
0.47,TCP,393,421,RSTO,0,0,0,15,94,BruteForce
0.09,UDP,529,242,SF,0,0,0,63,10,BENIGN
1.5,TCP,411,835,REJ,0,0,0,20,6,BENIGN
0.82,UDP,298,1129,REJ,0,0,0,89,17,BENIGN
0.55,ICMP,167,1610,S0,0,0,0,78,59,BENIGN
2.37,ICMP,697,332,RSTO,0,0,0,10,7,DoS
0.12,ICMP,315,809,S0,0,0,0,61,14,BENIGN
0.68,TCP,152,155,S0,0,1,0,93,98,PortScan
0.01,UDP,26,588,SF,0,0,1,47,70,BENIGN
0.63,UDP,103,719,S0,0,1,0,49,33,BENIGN
0.06,TCP,235,703,SF,1,0,0,49,82,BENIGN
0.13,TCP,96,533,RSTO,0,0,0,76,70,BENIGN
0.13,TCP,75,156,S0,0,0,0,33,18,BENIGN
1.05,TCP,224,51,S0,0,0,0,87,94,BENIGN
1.37,TCP,55,121,S0,0,0,0,78,68,BENIGN
0.88,ICMP,483,437,S0,0,0,0,23,25,PortScan
3.27,UDP,198,79,RSTO,0,0,0,53,67,BENIGN
0.47,TCP,255,195,SF,0,0,0,37,46,DoS
0.34,ICMP,47,249,RSTO,0,0,0,22,69,DoS
2.03,TCP,117,277,SF,0,0,0,93,40,DoS
0.25,ICMP,158,823,SF,0,0,0,2,58,Botnet
3.3,TCP,495,324,S0,0,0,0,20,5,BENIGN
0.01,UDP,441,462,S0,0,1,0,5,74,BENIGN
3.5,TCP,75,261,S0,0,0,0,91,45,PortScan
0.04,TCP,287,537,SF,0,0,0,3,54,BENIGN
2.22,UDP,83,91,REJ,0,0,0,82,84,BENIGN
0.75,UDP,1333,70,REJ,0,0,1,77,64,BENIGN
4.96,TCP,911,782,REJ,0,0,0,86,77,BENIGN
0.08,UDP,248,354,RSTO,0,0,0,77,52,BENIGN
0.81,UDP,360,333,SF,0,0,0,12,1,BENIGN
3.48,ICMP,484,188,REJ,1,0,0,32,94,BENIGN
0.74,UDP,382,141,SF,0,0,0,58,45,Botnet
0.99,UDP,361,243,SF,1,0,0,71,72,BENIGN
1.19,TCP,955,38,RSTO,0,0,0,70,73,BENIGN
0.61,TCP,272,181,S0,0,0,0,40,62,BENIGN
0.99,ICMP,303,182,S0,0,0,0,6,46,BENIGN
0.88,TCP,567,231,RSTO,0,0,0,63,33,BENIGN
2.31,UDP,332,302,RSTO,0,0,0,25,37,PortScan
0.05,UDP,396,946,SF,0,0,0,91,60,BENIGN
0.33,UDP,80,316,REJ,1,0,0,69,49,BENIGN
3.0,TCP,139,645,SF,0,0,0,83,70,BENIGN
2.21,UDP,47,243,SF,0,0,0,73,17,PortScan
0.61,UDP,211,295,REJ,0,0,0,50,23,BENIGN
0.97,ICMP,182,21,S0,0,0,0,40,37,PortScan
0.32,ICMP,1759,42,SF,0,0,0,1,66,DoS
0.21,ICMP,283,260,S0,0,1,1,46,82,BENIGN
0.62,TCP,463,151,S0,0,0,0,73,92,BENIGN
0.44,UDP,121,481,S0,0,1,0,39,14,BENIGN
0.88,UDP,534,235,SF,0,0,1,10,86,BENIGN
0.08,UDP,286,641,REJ,0,1,1,49,1,DoS
3.66,ICMP,358,1076,REJ,0,0,0,14,42,BENIGN
4.28,UDP,104,47,S0,0,0,0,46,41,BENIGN
1.2,UDP,238,150,S0,0,0,0,40,39,BENIGN
0.77,UDP,301,328,REJ,0,0,0,89,44,BENIGN
0.37,UDP,266,109,RSTO,1,0,1,19,72,Botnet
1.68,UDP,740,93,RSTO,0,0,0,17,91,BENIGN
1.15,TCP,685,504,S0,0,0,0,82,74,BENIGN
0.18,UDP,1061,1179,REJ,0,0,0,46,34,DoS
2.42,TCP,330,445,RSTO,0,0,1,73,54,BENIGN
1.73,UDP,1071,222,REJ,0,0,0,65,46,BENIGN
2.99,TCP,535,175,SF,0,0,1,70,33,BENIGN
1.29,UDP,94,232,S0,0,0,0,38,59,BENIGN
0.95,UDP,167,186,RSTO,0,0,0,17,37,Infiltration
0.54,UDP,81,209,S0,0,0,1,73,8,BENIGN
2.7,UDP,1,68,SF,0,0,1,11,30,Botnet
2.01,ICMP,62,702,REJ,0,0,0,53,20,BENIGN
0.05,UDP,1,421,S0,0,0,0,18,65,Botnet
0.03,TCP,381,342,RSTO,0,0,0,7,49,BENIGN
0.47,ICMP,166,898,SF,0,0,0,35,71,Botnet
1.66,ICMP,112,100,RSTO,0,2,1,44,58,BENIGN
4.36,UDP,430,25,REJ,0,0,0,71,75,BENIGN
0.16,TCP,536,524,RSTO,0,0,0,39,62,BENIGN
0.9,TCP,1110,1934,RSTO,0,0,0,11,7,DoS
0.48,ICMP,308,259,RSTO,0,0,0,10,36,BENIGN
3.5,TCP,185,18,SF,0,0,0,98,84,BENIGN
1.85,UDP,109,454,RSTO,0,2,0,88,97,PortScan
1.82,UDP,75,22,RSTO,0,0,0,76,59,BENIGN
0.63,UDP,71,232,SF,0,0,0,9,34,BENIGN
0.54,UDP,157,97,SF,0,0,0,86,87,BENIGN
0.32,UDP,1440,739,SF,0,1,0,96,63,BruteForce
0.06,ICMP,0,180,REJ,0,0,0,8,24,BENIGN
2.0,UDP,65,686,SF,0,0,0,48,61,BruteForce
1.68,UDP,62,106,REJ,1,0,0,21,9,BENIGN
8.17,ICMP,378,146,SF,0,0,0,80,23,DoS
5.69,ICMP,130,881,SF,0,0,0,97,48,BruteForce
0.81,ICMP,183,67,S0,0,0,0,89,81,BENIGN
1.47,TCP,48,259,S0,0,0,1,6,56,DoS
2.9,TCP,155,147,S0,0,1,1,59,39,BENIGN
1.89,UDP,32,446,S0,0,0,0,68,98,DoS
0.28,UDP,228,41,SF,0,0,0,23,6,BENIGN
0.6,UDP,30,172,SF,0,0,0,73,3,PortScan
0.14,TCP,468,360,REJ,0,0,0,75,38,PortScan
3.08,UDP,250,156,SF,1,0,0,35,8,BENIGN
0.93,UDP,386,18,REJ,0,1,0,12,40,BENIGN
0.26,TCP,162,366,RSTO,0,0,0,99,9,BENIGN
1.11,ICMP,144,209,RSTO,0,0,0,71,79,BENIGN
0.96,TCP,31,3,SF,0,0,0,57,64,BENIGN
0.44,UDP,222,284,RSTO,0,1,1,29,94,DoS
0.12,TCP,216,757,SF,0,0,0,85,49,BENIGN
1.11,ICMP,189,35,REJ,0,0,0,67,68,BENIGN
0.73,ICMP,404,267,S0,0,0,0,61,93,PortScan
1.48,ICMP,536,391,RSTO,0,0,0,61,33,BENIGN
0.73,ICMP,416,22,SF,0,0,0,88,6,BENIGN
1.91,ICMP,46,6,S0,0,0,0,30,29,PortScan
0.8,ICMP,291,187,REJ,0,0,0,27,19,DoS
0.82,UDP,25,469,SF,1,0,0,93,27,BENIGN
2.09,UDP,355,52,RSTO,0,0,0,30,75,BENIGN
0.52,TCP,144,543,REJ,0,0,0,55,9,BENIGN
0.14,UDP,42,320,SF,0,1,0,23,80,BENIGN
0.03,ICMP,594,121,RSTO,0,0,0,37,18,BENIGN
1.41,UDP,285,217,REJ,0,0,0,26,13,BENIGN
0.97,TCP,131,1010,REJ,1,0,0,36,71,BENIGN
1.22,ICMP,9,73,S0,0,1,0,92,81,BENIGN
0.24,UDP,231,207,S0,0,1,0,63,73,BENIGN
0.15,UDP,770,293,S0,0,1,0,37,32,BENIGN
0.01,TCP,272,44,SF,0,0,0,51,26,BENIGN
0.43,ICMP,1068,13,REJ,0,0,0,68,52,PortScan
0.89,TCP,44,4,S0,0,0,0,93,22,BENIGN
0.5,ICMP,252,117,RSTO,0,0,0,78,28,BENIGN
0.58,ICMP,480,23,SF,0,0,0,63,55,BENIGN
2.35,UDP,223,488,S0,1,2,0,37,80,BENIGN
0.43,TCP,28,1776,SF,0,0,0,97,89,BENIGN
0.72,TCP,262,18,REJ,0,0,0,31,28,BruteForce
1.53,TCP,283,170,RSTO,0,0,0,78,29,DoS
0.51,ICMP,391,7,REJ,0,0,0,25,65,BENIGN
0.97,TCP,429,43,RSTO,0,1,0,73,31,BENIGN
1.98,ICMP,441,116,REJ,0,1,0,25,94,BENIGN
2.99,TCP,326,150,SF,0,0,0,46,25,BruteForce
0.16,TCP,72,842,REJ,0,0,1,89,63,BENIGN
2.61,UDP,155,151,RSTO,0,0,0,30,53,BENIGN
0.68,TCP,449,205,SF,0,1,0,20,18,BENIGN
0.3,UDP,920,84,SF,0,0,0,23,37,PortScan
0.61,UDP,24,0,RSTO,0,0,0,1,61,BENIGN
3.91,ICMP,230,688,RSTO,0,0,0,15,51,BENIGN
0.68,TCP,112,25,SF,0,0,1,21,73,BENIGN
0.4,TCP,76,999,RSTO,0,0,0,30,79,BruteForce
1.0,TCP,211,42,REJ,0,0,0,11,93,BENIGN
0.27,UDP,279,278,REJ,0,0,0,90,5,BruteForce
0.08,TCP,2,2230,REJ,0,0,0,52,55,BENIGN
0.14,ICMP,454,44,SF,0,1,0,30,44,BENIGN
0.14,ICMP,514,165,REJ,0,0,0,9,73,BENIGN
0.16,TCP,1010,454,SF,0,1,0,69,10,PortScan
0.15,UDP,59,9,RSTO,0,1,0,47,25,BENIGN
1.02,ICMP,270,351,REJ,0,0,0,34,61,BENIGN
0.2,ICMP,166,25,SF,0,1,0,33,55,BENIGN
0.42,UDP,122,80,S0,0,1,0,98,10,BENIGN
2.27,ICMP,250,52,REJ,0,0,0,65,20,BENIGN
0.64,UDP,457,713,REJ,0,0,0,51,42,BENIGN
1.1,ICMP,6,59,SF,0,0,0,79,63,DoS
0.19,UDP,1046,12,SF,0,0,0,31,73,BENIGN
0.21,ICMP,498,265,RSTO,0,1,1,56,3,BENIGN
0.04,TCP,417,127,SF,0,1,1,76,43,BENIGN
0.19,ICMP,428,156,RSTO,0,0,0,71,75,BENIGN
0.33,ICMP,147,38,S0,0,0,0,45,4,BENIGN
0.19,TCP,417,413,RSTO,0,0,0,33,28,DoS
0.09,TCP,146,276,REJ,1,0,0,96,41,Infiltration
0.13,TCP,686,135,SF,0,0,0,51,38,BENIGN
0.62,TCP,58,56,S0,0,0,0,5,11,BENIGN
0.23,UDP,103,270,S0,0,0,0,38,32,DoS
0.45,UDP,240,452,SF,0,0,0,5,82,BENIGN
0.7,ICMP,115,112,REJ,0,0,0,56,40,BENIGN
1.17,ICMP,165,7,SF,0,0,0,81,54,BruteForce
0.04,ICMP,203,72,SF,0,2,0,71,83,BENIGN
1.61,UDP,582,344,SF,0,0,0,89,80,Infiltration
0.99,ICMP,222,1355,RSTO,0,0,1,25,3,BENIGN
0.09,ICMP,135,4,S0,0,0,0,67,13,DoS
2.07,UDP,85,109,S0,0,0,1,52,56,Botnet
2.54,ICMP,157,19,REJ,0,0,1,36,51,BENIGN
0.06,UDP,217,114,S0,0,0,0,92,37,Infiltration
0.32,UDP,411,156,SF,0,0,0,23,94,BENIGN
1.64,TCP,38,760,S0,0,0,0,8,14,BENIGN
1.38,TCP,75,25,REJ,0,1,0,31,36,BENIGN
0.2,UDP,143,450,RSTO,0,0,0,63,70,BENIGN
0.23,UDP,134,151,RSTO,0,2,0,21,32,BENIGN
0.46,TCP,149,500,SF,0,0,0,99,41,DoS
0.66,ICMP,473,216,SF,0,0,0,50,40,PortScan
0.96,ICMP,117,12,S0,0,0,1,29,32,BENIGN
0.46,ICMP,209,876,S0,0,0,0,60,12,BENIGN
0.62,UDP,293,25,REJ,0,1,0,67,89,BENIGN
1.38,TCP,79,273,SF,0,0,0,44,89,BENIGN
0.04,ICMP,380,630,REJ,0,0,0,89,54,DoS
0.29,TCP,237,24,RSTO,0,0,1,2,57,BENIGN
1.25,TCP,177,242,S0,0,0,0,98,8,BENIGN
2.26,UDP,497,521,SF,0,0,0,15,42,BENIGN
0.72,ICMP,83,1287,S0,0,0,0,39,99,BENIGN
0.76,TCP,644,386,SF,0,0,0,40,70,BENIGN
0.11,UDP,247,97,RSTO,0,0,0,47,68,DoS
0.59,UDP,281,360,REJ,0,0,0,76,44,BENIGN
0.76,UDP,623,367,SF,0,0,0,52,99,BENIGN
0.28,ICMP,510,361,S0,0,0,0,88,90,BENIGN
0.31,ICMP,276,577,SF,0,0,1,6,31,BruteForce
0.47,UDP,419,27,REJ,0,1,0,70,85,BENIGN
0.02,ICMP,170,34,RSTO,0,0,0,48,88,BENIGN
0.39,ICMP,237,307,S0,0,0,0,58,74,BENIGN
0.24,TCP,19,922,RSTO,0,0,0,90,7,BENIGN
0.4,UDP,28,188,RSTO,0,0,0,3,26,BENIGN
0.13,UDP,530,969,REJ,0,0,0,96,28,BENIGN
2.21,ICMP,18,834,SF,0,0,0,46,2,BENIGN
0.9,UDP,55,699,SF,0,1,0,18,44,Botnet
1.14,UDP,476,721,SF,0,0,0,56,78,BENIGN
1.56,UDP,0,685,SF,0,0,0,92,71,Infiltration
0.69,ICMP,99,514,S0,1,0,0,33,17,BENIGN
0.09,ICMP,263,356,RSTO,0,0,0,17,15,BENIGN
0.77,ICMP,271,7,SF,0,0,0,32,86,BENIGN
0.88,TCP,450,42,RSTO,0,0,0,76,32,BENIGN
1.37,UDP,211,43,S0,0,0,0,85,90,BENIGN
0.57,TCP,213,7,S0,0,2,0,2,23,BENIGN
0.14,ICMP,387,37,S0,0,0,0,26,26,BENIGN
0.33,TCP,207,756,RSTO,0,0,0,39,64,BENIGN
0.45,UDP,281,327,SF,0,0,0,63,56,BENIGN
1.04,UDP,684,112,RSTO,0,1,1,17,88,Botnet
0.85,ICMP,153,473,SF,0,0,0,34,86,Infiltration
0.44,ICMP,145,201,REJ,0,0,0,19,91,PortScan
4.31,TCP,1,45,SF,0,0,0,62,21,BENIGN
0.93,ICMP,285,647,SF,0,3,0,32,37,BENIGN
0.27,TCP,9,124,SF,0,0,0,50,43,BENIGN
0.11,UDP,210,360,S0,0,0,0,86,8,PortScan
0.17,UDP,489,102,REJ,0,0,0,45,14,BENIGN
0.28,UDP,239,207,SF,0,0,0,54,66,Botnet
0.18,UDP,94,508,REJ,0,0,0,82,71,BENIGN
0.21,UDP,462,51,RSTO,0,0,0,88,27,BENIGN
0.34,TCP,94,1134,RSTO,0,0,0,1,8,BENIGN
0.19,UDP,396,21,S0,0,0,0,66,68,BENIGN
2.27,TCP,282,229,RSTO,0,1,0,40,59,BENIGN
0.08,UDP,55,743,REJ,0,0,0,24,10,BENIGN
0.74,TCP,706,873,REJ,0,0,0,52,47,BENIGN
0.53,TCP,67,79,REJ,0,0,0,2,10,BruteForce
4.04,TCP,1369,46,REJ,0,0,1,61,16,BENIGN
0.12,ICMP,2,386,REJ,0,0,0,27,3,BENIGN
0.51,TCP,91,12,S0,0,0,0,66,23,BENIGN
3.49,TCP,66,199,SF,0,1,0,87,2,Botnet
2.01,UDP,4,477,RSTO,0,0,0,33,65,Infiltration
1.7,TCP,395,246,REJ,0,2,0,34,75,PortScan
0.3,TCP,354,62,RSTO,0,0,0,62,63,DoS
0.19,ICMP,471,200,S0,0,0,1,32,58,BENIGN
1.1,UDP,88,762,S0,0,0,0,3,37,BENIGN
2.65,ICMP,176,288,SF,0,1,0,55,61,BENIGN
0.81,ICMP,322,383,S0,0,0,0,27,20,Infiltration
0.85,ICMP,173,122,SF,0,0,0,76,60,BENIGN
0.33,TCP,358,62,REJ,0,0,0,8,21,BENIGN
1.47,ICMP,301,88,S0,0,0,0,20,94,BENIGN
0.21,ICMP,36,228,RSTO,0,0,0,52,25,BENIGN
0.39,UDP,455,98,S0,0,0,0,17,47,BENIGN
0.55,UDP,382,234,S0,0,1,0,33,81,Botnet
0.71,UDP,319,369,REJ,0,0,0,55,40,BENIGN
0.28,UDP,50,397,SF,0,0,0,75,51,DoS
0.12,ICMP,93,53,SF,0,2,0,73,87,DoS
0.94,UDP,149,416,S0,0,0,0,98,83,BENIGN
0.34,TCP,98,335,RSTO,0,0,0,71,21,BENIGN
0.87,ICMP,77,3,S0,0,0,0,16,7,BENIGN
0.17,UDP,490,18,RSTO,0,0,0,91,6,Botnet
0.66,ICMP,305,311,REJ,0,0,0,79,66,BENIGN
0.76,UDP,250,145,REJ,0,0,0,64,3,BENIGN
0.05,ICMP,76,47,SF,0,0,0,88,41,BENIGN
0.41,UDP,750,13,RSTO,0,0,0,40,11,BENIGN
0.14,TCP,63,52,S0,0,0,0,58,60,BENIGN
0.07,UDP,475,947,S0,0,0,0,83,22,BENIGN
4.6,ICMP,1020,390,S0,0,0,0,23,50,DoS
0.39,ICMP,389,225,S0,0,0,0,95,48,BENIGN
1.66,TCP,1482,851,REJ,0,0,0,94,53,BENIGN
0.29,ICMP,315,289,RSTO,0,1,0,7,42,BENIGN
1.14,TCP,73,387,REJ,0,0,0,59,9,BENIGN
1.43,ICMP,68,99,RSTO,0,0,0,59,84,BENIGN
0.91,ICMP,117,266,SF,0,0,0,3,2,Botnet
0.64,TCP,2,46,RSTO,0,0,0,30,63,Botnet
0.53,ICMP,343,155,S0,0,0,0,10,80,DoS
0.43,ICMP,93,10,REJ,0,0,0,98,90,DoS
2.65,TCP,506,73,S0,0,0,2,13,23,BENIGN
1.78,UDP,133,23,RSTO,1,0,0,39,78,BENIGN
3.35,TCP,196,147,RSTO,0,0,0,77,85,BENIGN
0.13,ICMP,1011,555,SF,0,0,0,64,87,BENIGN
1.31,UDP,83,142,RSTO,0,0,0,25,76,BENIGN
2.79,UDP,383,534,RSTO,0,1,1,41,4,BENIGN
0.2,UDP,422,320,S0,0,0,0,98,81,Botnet
0.07,TCP,74,213,RSTO,0,0,0,40,95,Botnet
1.35,UDP,208,81,RSTO,0,0,0,62,92,BENIGN
0.85,UDP,129,765,REJ,0,0,1,40,52,Botnet
1.84,UDP,443,16,REJ,0,0,0,34,53,BENIGN
0.15,ICMP,292,350,SF,0,0,0,79,54,DoS
1.59,TCP,193,291,SF,0,0,0,3,52,BENIGN
0.23,TCP,453,174,S0,0,1,0,52,39,BENIGN
0.18,ICMP,80,82,S0,0,0,0,46,36,Botnet
0.18,UDP,420,169,REJ,0,0,0,86,78,BENIGN
1.69,ICMP,601,618,REJ,0,0,0,98,31,BENIGN
1.09,ICMP,632,543,REJ,0,0,0,69,33,Infiltration
0.74,UDP,459,851,SF,0,1,0,41,9,BENIGN
0.44,UDP,157,110,SF,0,0,0,86,22,BENIGN
2.1,TCP,1202,146,RSTO,0,0,0,60,36,PortScan
0.5,UDP,143,5,SF,0,0,0,29,94,DoS
1.7,ICMP,305,859,RSTO,0,1,1,8,52,BENIGN
0.58,ICMP,52,119,S0,0,0,0,98,9,BENIGN
0.47,UDP,1180,155,SF,0,0,0,4,73,BENIGN
0.62,TCP,365,715,S0,0,1,0,25,64,BruteForce
0.36,ICMP,419,224,RSTO,0,0,0,50,12,BENIGN
1.38,UDP,20,250,S0,0,0,0,23,92,BENIGN
0.7,TCP,432,58,S0,0,0,0,25,16,PortScan
0.26,TCP,447,207,SF,0,1,0,98,70,Botnet
2.3,ICMP,334,751,RSTO,0,0,1,70,9,BENIGN
0.48,ICMP,103,245,RSTO,0,0,0,98,34,BENIGN
0.78,TCP,201,88,REJ,1,0,0,21,95,BENIGN
2.37,TCP,35,9,SF,0,0,0,94,7,Botnet
0.98,TCP,191,122,SF,0,0,0,56,32,PortScan
0.12,UDP,83,255,RSTO,0,0,0,3,49,BENIGN
2.81,ICMP,128,13,SF,0,1,0,79,54,BENIGN
0.99,TCP,53,282,S0,0,0,0,21,88,BENIGN
0.41,ICMP,78,222,REJ,0,0,0,83,94,BENIGN
0.15,ICMP,23,458,RSTO,0,0,0,83,42,PortScan
1.58,ICMP,757,8,SF,0,0,0,49,90,BENIGN
0.97,TCP,226,455,SF,0,0,1,46,97,BENIGN
0.76,UDP,151,220,S0,0,1,0,98,90,BENIGN
2.24,TCP,229,138,SF,0,0,0,78,83,PortScan
1.55,ICMP,296,1009,SF,0,0,0,68,1,BENIGN
0.16,TCP,764,52,S0,0,0,0,31,20,BENIGN
0.37,TCP,59,233,SF,0,0,0,46,38,Botnet
0.29,ICMP,105,116,REJ,0,0,0,75,12,DoS
1.36,ICMP,1116,224,S0,0,0,0,44,59,BENIGN
0.03,TCP,139,241,RSTO,0,0,0,45,86,BENIGN
0.84,TCP,6,28,REJ,0,0,0,75,50,BENIGN
1.44,TCP,47,324,SF,0,0,0,49,7,BENIGN
2.09,TCP,8,301,S0,0,0,0,4,86,BENIGN
0.42,UDP,1379,440,S0,0,0,0,80,27,DoS
1.72,TCP,98,28,SF,1,0,0,57,78,BruteForce
0.12,UDP,771,105,RSTO,0,0,0,56,13,BENIGN
1.87,ICMP,1648,315,REJ,0,1,0,38,20,Infiltration
0.14,UDP,274,44,SF,0,0,1,6,72,BENIGN
0.51,ICMP,10,339,RSTO,0,0,0,82,18,BENIGN
1.6,UDP,25,18,S0,0,0,0,89,58,BENIGN
0.16,ICMP,197,122,S0,0,0,0,24,68,DoS
0.26,TCP,156,562,S0,0,0,0,52,87,BENIGN
1.28,UDP,279,446,SF,0,1,0,39,23,BENIGN
1.27,UDP,173,310,RSTO,0,0,0,73,68,BENIGN
1.02,ICMP,815,613,SF,0,2,0,37,2,BENIGN
1.18,ICMP,229,370,SF,0,1,0,98,44,BENIGN
0.78,UDP,354,219,REJ,0,0,0,34,86,BENIGN
0.29,ICMP,680,1169,REJ,0,1,0,40,50,BENIGN
0.42,TCP,47,356,REJ,0,0,0,40,59,BENIGN
0.2,UDP,78,275,RSTO,0,0,0,37,44,BENIGN
2.39,TCP,34,157,S0,0,0,0,92,65,BENIGN
0.88,UDP,45,698,REJ,0,1,1,50,74,BENIGN
0.51,TCP,215,105,S0,0,0,0,11,34,BENIGN
0.62,UDP,116,2,RSTO,0,0,1,78,31,Botnet
2.94,ICMP,165,65,REJ,0,0,0,59,14,DoS
0.17,UDP,1213,34,REJ,0,0,0,26,52,Botnet
0.88,TCP,51,115,S0,1,0,0,60,19,BruteForce
0.7,UDP,233,524,SF,0,0,0,8,29,BENIGN
0.95,TCP,31,316,RSTO,0,0,0,28,55,BENIGN
0.02,TCP,115,55,RSTO,0,0,1,84,30,DoS
2.06,TCP,224,466,REJ,0,0,0,60,75,BruteForce
2.69,ICMP,879,210,RSTO,1,0,1,89,94,DoS
0.83,UDP,148,215,S0,0,0,0,10,59,BENIGN
1.19,TCP,20,134,SF,0,0,0,63,86,BENIGN
2.56,ICMP,147,599,SF,0,0,0,61,53,BENIGN
1.23,TCP,47,114,RSTO,0,1,0,75,66,BENIGN
0.17,UDP,78,29,SF,0,0,0,26,39,BENIGN
0.86,ICMP,288,108,S0,0,1,0,23,25,BENIGN
0.93,TCP,20,376,REJ,0,0,0,63,45,BENIGN
0.55,TCP,187,321,REJ,0,0,0,19,8,BENIGN
1.33,TCP,282,62,RSTO,0,0,0,18,96,BENIGN
2.72,UDP,164,35,RSTO,0,0,0,50,71,BENIGN
2.6,ICMP,5,324,RSTO,0,0,0,19,59,Infiltration
0.6,ICMP,1270,338,REJ,0,0,0,15,86,DoS
0.12,ICMP,137,136,RSTO,0,0,0,16,93,BENIGN
4.19,TCP,452,555,SF,0,0,0,20,2,PortScan
1.83,ICMP,118,1147,REJ,0,0,0,19,15,BENIGN
0.13,TCP,193,69,S0,1,0,0,75,20,PortScan
2.54,UDP,147,258,RSTO,0,0,0,71,90,DoS
2.04,ICMP,125,1,REJ,0,0,0,19,11,BENIGN
0.73,TCP,6,374,RSTO,0,0,0,88,87,DoS
0.89,ICMP,133,160,REJ,0,1,0,31,41,Botnet
0.51,ICMP,660,64,REJ,0,1,0,52,68,BENIGN
0.06,UDP,351,418,REJ,0,0,0,48,4,BENIGN
0.41,ICMP,47,499,S0,0,1,0,8,48,BENIGN
1.62,UDP,268,35,REJ,1,1,0,50,1,BENIGN
0.0,ICMP,668,12,SF,0,0,0,61,87,BENIGN
0.41,ICMP,361,121,RSTO,0,0,0,88,88,BENIGN
0.51,ICMP,48,295,RSTO,0,0,0,8,61,BENIGN
0.77,ICMP,607,473,RSTO,0,0,0,13,27,BENIGN
2.52,ICMP,107,236,REJ,0,0,0,74,71,BENIGN
0.43,ICMP,181,260,RSTO,1,0,0,19,34,BruteForce
0.43,UDP,224,482,SF,0,0,0,50,68,BENIGN
1.34,UDP,570,225,SF,0,1,0,23,2,Infiltration
0.6,TCP,804,283,SF,0,0,0,57,23,BENIGN
0.25,ICMP,796,217,S0,0,0,0,97,36,PortScan
0.6,UDP,2,637,SF,0,0,0,30,86,BENIGN
0.15,ICMP,764,80,SF,0,0,0,94,10,DoS
0.19,ICMP,16,91,RSTO,0,0,0,29,99,BENIGN
0.69,UDP,92,41,REJ,0,0,0,61,91,BENIGN
0.54,ICMP,217,513,RSTO,0,1,0,35,63,BENIGN
2.46,UDP,196,159,S0,0,0,0,9,88,BENIGN
0.45,UDP,278,128,S0,0,0,0,72,71,BENIGN
0.87,TCP,195,1194,S0,0,0,0,25,51,BENIGN
1.0,TCP,817,784,SF,0,0,0,64,21,BENIGN
0.01,TCP,82,1072,SF,0,0,1,37,72,DoS
1.09,TCP,96,46,SF,0,0,0,38,69,BENIGN
0.2,ICMP,760,665,REJ,1,1,0,8,80,BENIGN
3.25,ICMP,23,119,RSTO,0,0,0,90,18,DoS
0.16,TCP,282,3,SF,0,0,0,75,23,BENIGN
0.54,UDP,343,148,S0,0,0,0,40,56,BENIGN
0.09,UDP,211,213,REJ,0,0,0,23,44,BENIGN
5.77,UDP,355,34,REJ,0,0,1,96,52,BENIGN
0.7,UDP,56,231,S0,0,0,1,45,21,BENIGN
0.9,ICMP,574,513,SF,0,0,0,1,22,BENIGN
0.07,UDP,45,142,REJ,0,1,0,49,13,BENIGN
1.39,UDP,153,130,S0,0,0,0,9,62,BENIGN
0.24,TCP,23,124,SF,0,0,0,40,75,BENIGN
2.28,UDP,236,769,REJ,0,0,0,28,70,Botnet
0.23,ICMP,332,14,REJ,1,0,0,97,62,PortScan
0.21,UDP,850,176,RSTO,0,0,0,96,73,BENIGN
0.04,UDP,403,92,RSTO,1,2,0,8,20,BENIGN
0.64,ICMP,233,672,REJ,0,0,1,37,61,BENIGN
0.83,TCP,809,30,REJ,0,0,0,82,24,BENIGN
0.07,ICMP,195,159,REJ,0,1,1,71,76,BENIGN
1.49,TCP,247,156,RSTO,0,0,0,18,42,Infiltration
0.6,UDP,271,657,SF,0,0,0,76,35,BENIGN
0.74,TCP,158,72,RSTO,0,0,0,68,39,BruteForce
0.58,TCP,546,310,S0,0,0,0,77,89,BENIGN
0.51,TCP,61,43,REJ,0,0,0,75,91,BENIGN
0.82,UDP,242,923,S0,0,0,0,80,42,BENIGN
0.17,TCP,384,269,S0,1,0,0,44,65,BENIGN
0.2,TCP,702,295,S0,0,0,0,78,12,PortScan
1.98,UDP,646,170,RSTO,0,0,0,16,1,BENIGN
2.92,ICMP,213,125,RSTO,0,0,0,52,77,BENIGN
0.47,ICMP,309,71,SF,0,1,1,53,39,BENIGN
0.32,ICMP,150,277,S0,1,0,0,86,40,BENIGN
1.03,UDP,189,927,S0,0,0,0,18,6,BENIGN
0.53,UDP,710,133,RSTO,0,1,0,40,29,BENIGN
